system,game_name,ch_name,id,size
nds,"Know How 2 (Europe) (En,Fr,De,Es,It) (NDSi Enhanced)","懂得如何做2（欧版） (En,Fr,De,Es,It) (NDSi Enhanced)",NDS#3158,9.48MB
nds,Kobun Kanbun DS (Japan),古文汉文DS（日版）,NDS#3159,1.89MB
nds,Kochira Katsushika Ku Kameari Kouen Mae Hashutsujo - Kateba Tengoku! Makereba Jigoku! - Ryoutsu-ryuu Ikkakusenkin Daisakusen! (Japan),葛饰区龟有公园前派出所-胜者天国!负者地狱!两津流-一攫千金大作战!（日版）,NDS#3160,28.75MB
nds,Kochkurs - Was Wollen Wir Heute Kochen (Germany),厨房指南（德国版）,NDS#3161,196.60MB
nds,Kochkurs - Was Wollen Wir Heute Kochen (Germany) (Rev 1),厨房指南（德国版） （修正版 1）,NDS#3162,196.59MB
nds,Kodai Ouja Kyouryuu King - 7-tsu no Kakera (Japan),古代王者-恐龙王 7块碎片（日版）,NDS#3163,29.64MB
nds,Kodawari Saihai Simulation - Ochanoma Pro Yakyuu DS (Japan),精心策略大模拟-客厅职棒 DS（日版）,NDS#3164,20.64MB
nds,Kodawari Saihai Simulation - Ochanoma Pro Yakyuu DS - 2010 Nendo Ban (Japan),精心策略大模拟-客厅职棒 DS 2010 年度版（日版）,NDS#3165,21.84MB
nds,Kodawari Saihai Simulation - Ochanoma Pro Yakyuu DS - 2010 Nendo Ban (Japan) (Rev 1),精心策略大模拟-客厅职棒 DS 2010 年度版（日版） （修正版 1）,NDS#3166,21.86MB
nds,Kodomo no Tame no Yomi Kikase - Ehon de Asobou 1-kan (Japan),给孩子们讲故事：快乐画册1（日版）,NDS#3167,20.98MB
nds,Kodomo no Tame no Yomi Kikase - Ehon de Asobou 2-kan (Japan),给孩子们讲故事：快乐画册2（日版）,NDS#3168,22.27MB
nds,Kodomo no Tame no Yomi Kikase - Ehon de Asobou 3-kan (Japan),给孩子们讲故事：快乐画册3（日版）,NDS#3169,20.04MB
nds,Kodomo no Tame no Yomi Kikase - Ehon de Asobou 4-kan (Japan),儿童英语看图说话4（日版）,NDS#3170,19.27MB
nds,Kodomo no Tame no Yomi Kikase - Ehon de Asobou 5-kan (Japan),儿童英语看图说话5（日版）,NDS#3171,20.56MB
nds,Kodomo no Tame no Yomi Kikase - Ehon de Asobou 6-kan (Japan),儿童英语看图说话6（日版）,NDS#3172,21.49MB
nds,Koe de Asobou - HeartCatch PreCure! (Japan),用声音游玩-Heart Catch 光之美少女（日版）,NDS#3173,46.07MB
nds,Koh-Lanta (France),兰达岛（法国版）,NDS#3174,9.04MB
nds,Koh-Lanta - Survie dans la Jungle! (France),柯兰达-丛林生存（法国版）,NDS#3175,9.32MB
nds,Koinu de Kururin (Japan),小狗的房间（日版）,NDS#3176,3.43MB
nds,Koisuru Purin! - Koi wa Daibouken! Dr. Kanmi no Yabou! (Japan),恋爱布丁-恋爱大冒险（日版）,NDS#3177,24.78MB
nds,Kokoro ga Mezameru - Otoko-tachi no Nurie DS - Tamiya Box Art (Japan),心灵觉醒男人们的图画DS-田宫箱绘（日版）,NDS#3178,16.53MB
nds,"Kokoro ga Uruou - Birei Aquarium DS - Kujira, Iruka, Penguin (Japan)","美丽水族馆DS-鲸鱼,海豚,企鹅（日版）",NDS#3179,2.60MB
nds,"Kokoro ga Uruou - Birei Aquarium DS - Tetra, Guppy, Angelfish (Japan)","美丽水族馆DS-灯鱼,孔雀鱼,天使鱼（日版）",NDS#3180,2.60MB
nds,Kokoro ni Shimiru - Mouhitsu de Kaku - Aida Mitsuo DS (Japan),相田毛笔书法（日版）,NDS#3181,5.40MB
nds,Kokoro o Yasumeru - Otona no Nurie DS (Japan),修身养性的成人涂鸦绘本DS（日版）,NDS#3182,14.88MB
nds,Kokoro o Yasumeru - Otona no Nurie DS (Japan) (Rev 2),修身养性的成人涂鸦绘本DS（日版） （修正版 2）,NDS#3183,14.89MB
nds,Kokoro o Yasumeru - Otona no Nurie DS 2 (Japan),休心大人涂鸦DS2（日版）,NDS#3184,7.29MB
nds,"Kolonisten van Catan, De (Netherlands)",卡坦岛（荷兰版）,NDS#3185,8.72MB
nds,Koma Neko DS (Japan),定格摄影小猫DS（日版）,NDS#3186,9.80MB
nds,"Konami Arcade Classics (Europe) (En,Ja,Fr,De,Es,It)","柯拉米街机经典合集（欧版） (En,Ja,Fr,De,Es,It)",NDS#3187,13.67MB
nds,"Konami Arcade Collection (Japan) (En,Ja)","柯拉米街机经典合集（日版） (En,Ja)",NDS#3188,13.52MB
nds,"Konami Classics Series - Arcade Hits (USA) (En,Ja)","柯拉米经典街机合集（美版） (En,Ja)",NDS#3189,13.53MB
nds,Konchuu Wars (Japan),昆虫大战（日版）,NDS#3190,30.94MB
nds,Konductra (USA),益智谜题（美版）,NDS#3191,5.53MB
nds,Konnichiwa Akachan (Japan),宝贝你好（日版）,NDS#3192,24.81MB
nds,Kono Quiz Yarou!! (Japan),可诺智力问答（日版）,NDS#3193,4.87MB
nds,Konzentration und Aufmerksamkeit 1.-4. Klasse (Germany),集中注意力 1-4年级（德国版）,NDS#3194,6.78MB
nds,Kore de Haji o Kakanai - Ashita Tsukaeru DS Business Manner (Japan),实用DS商务礼仪（日版）,NDS#3195,5.33MB
nds,"Korg DS-10 Synthesizer (Europe) (En,Fr,De,Es,It)","KORG DS-10 电子乐合成模拟软件（欧版） (En,Fr,De,Es,It)",NDS#3196,494.03KB
nds,Korg DS-10 Synthesizer (Japan) (En),KORG DS-10 电子乐合成模拟软件（日版） (En),NDS#3197,477.87KB
nds,Korg DS-10 Synthesizer (USA),KORG DS-10 电子乐合成模拟软件（美版）,NDS#3198,494.19KB
nds,"Korg DS-10+ Synthesizer (Japan) (En,Ja) (NDSi Enhanced)","KORG DS-10 加强版（日版） (En,Ja) (NDSi Enhanced)",NDS#3199,842.96KB
nds,Korg DS-10+ Synthesizer (USA) (NDSi Enhanced),KORG DS-10 加强版（美版） (NDSi Enhanced),NDS#3200,852.47KB
nds,"Korg DS-10+ Synthesizer Limited Edition (Japan) (En,Ja) (NDSi Enhanced)",,NDS#3201,1.41MB
nds,Korg M01 Music Workstation (Japan) (En),KORG M01 合成器（日版） (En),NDS#3202,34.23MB
nds,Kotoba no Puzzle - Mojipittan DS (Japan),智力拼字DS（日版）,NDS#3203,4.98MB
nds,"Kou Rate Ura Mahjong Retsuden - Mukoubuchi - Goburei, Last Desu ne (Japan)",高赔率地下麻将列传（日版）,NDS#3204,17.57MB
nds,Kou-chan no Shiawase! Kantan! Oryouri Recipe (Japan),阿幸的幸福简单料理食谱（日版）,NDS#3205,16.25MB
nds,Kouchuu Kakutou - Mushi-1 Grand-Prix (Japan),甲虫格斗-昆虫1 豪华赏金（日版）,NDS#3206,4.22MB
nds,Kouchuu Kakutou - Mushi-1 Grand-Prix (Japan) (Rev 1),甲虫格斗-昆虫1 豪华赏金（日版） （修正版 1）,NDS#3207,5.07MB
nds,Kouchuu Ouja Mushi King - Greatest Champion e no Michi 2 (Japan),甲虫王者-通往冠军之路2（日版）,NDS#3208,62.96MB
nds,Kouchuu Ouja Mushi King - Greatest Champion e no Michi DS (Japan),甲虫王者-战斗之道DS（日版）,NDS#3209,48.95MB
nds,Kouchuu Ouja Mushi King Super Collection (Japan),甲虫王者-虫之王-超级收藏（日版）,NDS#3210,54.38MB
nds,Kouenji Joshi Soccer 2 - Koi wa Nebagiba Kouenji (Japan),高圆寺女子足球2-恋爱就是永不放弃（日版）,NDS#3211,23.99MB
nds,Koukou Juken Eitango Get Through 1900 - Eitan Zamurai DS (Japan),高中综合测试：英语单词1900例（日版）,NDS#3212,69.90MB
nds,Koukou Juken Eitango Get Through 1900 - Eitan Zamurai DS (Japan) (Rev 1),高中综合测试：英语单词1900例（日版） （修正版 1）,NDS#3213,77.48MB
nds,Koukou Yakyuu-dou DS (Japan),高中棒球之路 DS（日版）,NDS#3214,39.70MB
nds,Koushounin DS (Japan),谈判专家DS（日版）,NDS#3215,10.32MB
nds,Kousoku Card Battle - Card Hero (Japan),高速卡片战斗-卡片英雄（日版）,NDS#3216,30.53MB
nds,Kreuzwortraetsel DS - Welt Edition (Germany),填字游戏DS-世界版（德国版）,NDS#3217,1.96MB
nds,Kumatanchi (Japan),熊姬和她的伙伴们（日版）,NDS#3218,21.29MB
nds,"Kung Fu Panda (Canada) (En,Fr)","功夫熊猫（加拿大版） (En,Fr)",NDS#3219,30.06MB
nds,Kung Fu Panda (Europe),功夫熊猫（欧版）,NDS#3220,21.97MB
nds,Kung Fu Panda (France),功夫熊猫（法国版）,NDS#3221,20.68MB
nds,Kung Fu Panda (Germany),功夫熊猫（德国版）,NDS#3222,21.70MB
nds,Kung Fu Panda (Italy),功夫熊猫（意大利版）,NDS#3223,21.56MB
nds,Kung Fu Panda (Japan),功夫熊猫（日版）,NDS#3224,22.04MB
nds,Kung Fu Panda (Korea),功夫熊猫（韩国版）,NDS#3225,22.01MB
nds,Kung Fu Panda (Netherlands),功夫熊猫（荷兰版）,NDS#3226,21.97MB
nds,Kung Fu Panda (Spain),功夫熊猫（西班牙版）,NDS#3227,21.41MB
nds,Kung Fu Panda (Sweden),功夫熊猫（瑞典版）,NDS#3228,21.97MB
nds,Kung Fu Panda (USA),功夫熊猫（美版）,NDS#3229,21.96MB
nds,"Kung Fu Panda - Legendary Warriors (Europe) (En,Fr,De,Es,It,Nl)","功夫熊猫-神龙大侠（欧版） (En,Fr,De,Es,It,Nl)",NDS#3230,15.17MB
nds,"Kung Fu Panda - Legendary Warriors (USA) (En,Fr)","功夫熊猫-神龙大侠（美版） (En,Fr)",NDS#3231,15.16MB
nds,"Kung Fu Panda 2 (Europe) (En,Fr,De,Es,It,Nl) (NDSi Enhanced)","功夫熊猫2（欧版） (En,Fr,De,Es,It,Nl) (NDSi Enhanced)",NDS#3232,42.39MB
nds,"Kung Fu Panda 2 (USA) (En,Fr) (VKUE) (NDSi Enhanced)","功夫熊猫2（美版） (En,Fr) (VKUE) (NDSi Enhanced)",NDS#3233,42.14MB
nds,"Kung Fu Panda 2 (USA) (En,Fr) (VKUY) (NDSi Enhanced)","功夫熊猫2（美版） (En,Fr) (VKUY) (NDSi Enhanced)",NDS#3234,42.14MB
nds,Kung Zhu (Europe),电动仓鼠-功夫（欧版）,NDS#3235,8.09MB
nds,"Kung Zhu (Europe) (En,Fr,De,Es,It) (Rev 1)","电动仓鼠-功夫（欧版） (En,Fr,De,Es,It) （修正版 1）",NDS#3236,8.11MB
nds,Kung Zhu (USA),电动仓鼠-功夫（美版）,NDS#3237,8.09MB
nds,Kunio-kun no Chou Nekketsu! - Daiundoukai (Japan),超热血大运动会（日版）,NDS#3238,6.94MB
nds,Kunio-kun no Chou Nekketsu! - Soccer League Plus - World Hyper Cup Hen (Japan),热血高校-足球联盟+超世界杯篇（日版）,NDS#3239,3.16MB
nds,Kunitori Zunou Battle - Nobunaga no Yabou (Japan),窃国头脑战-信长之野望（日版）,NDS#3240,12.67MB
nds,Kupuu!! Mamegoma! (Japan),海豹宝宝 3（日版）,NDS#3241,10.64MB
nds,Kurayami no Hate de Kimi o Matsu (Japan),在黑暗尽头等待你（日版）,NDS#3242,160.56MB
nds,Kurikin - Nano Island Story (Japan),栗子君-纳米岛的故事（日版）,NDS#3243,17.40MB
nds,Kurikuri DS - Otasuke Island (Japan),玉兔追月DS-游戏乐园（日版）,NDS#3244,6.71MB
nds,Kuroshitsuji - Phantom & Ghost (Japan),黑执事 Phantom Ghost（日版）,NDS#3245,34.56MB
nds,KuruKuru Chameleon DS (Japan),咕噜咕噜变色龙DS（日版）,NDS#3246,6.04MB
nds,KuruKuru Princess - Figure de KiraKira Koori no Angel (Japan),滑冰公主-闪亮花样冰之天使（日版）,NDS#3247,12.79MB
nds,KuruKuru Princess - Tokimeki Figure - Mezase! Vancouver (Japan),回旋公主-动人花式溜冰☆向温哥华奥运前进（日版）,NDS#3248,41.89MB
nds,KuruKuru Princess - Yume no White Quartet (Japan),溜冰公主梦之白色四重奏（日版）,NDS#3249,14.12MB
nds,Kuruma de DS (Japan),,NDS#3250,53.06MB
nds,Kurupoto - Atama ni Piritto Supplement Puzzle (Japan),回转门（日版）,NDS#3251,6.96MB
nds,Kurupoto - Cool Cool Stars (USA),回转门酷酷星（美版）,NDS#3252,3.00MB
nds,Kururin Doughnut - Okashi na Recipe (Japan),旋转甜甜圈-点心食谱（日版）,NDS#3253,7.53MB
nds,Kurutore eCDP (Japan) (Not for Resale),,NDS#3254,116.90MB
nds,Kutsushita Nyanko - Shiroi Kutsushita o Haita Neko to Kurashi Hajimemashita. (Japan),穿白袜的小黑猫（日版）,NDS#3255,5.42MB
nds,Kuukan Zukei - Hirameki Training - Kuutore (Japan),空间☆图形-闪现训练（日版）,NDS#3256,5.82MB
nds,Kuwagata Tsumami - Kuttsuke! Tsumami Bako (Japan),锹型虫少女-益智方块（日版）,NDS#3257,8.61MB
nds,"Kyokugen Dasshutsu - 9-jikan, 9-nin, 9 no Tobira (Japan)",极限逃脱-9小时9人9道门（日版）,NDS#3258,95.68MB
nds,Kyou kara DS - Calorie Navi (Japan),从今开始DS卡路里指南（日版）,NDS#3259,9.48MB
nds,Kyouryuu Ikusei Battle RPG - Kyouryuu Monster (Japan),恐龙育成战斗RPG-恐龙怪兽（日版）,NDS#3260,13.60MB
nds,Kyouryuu Ouja Ketteisen - Kyouryuu Grand Prix (Japan),恐龙王者决定战（日版）,NDS#3261,17.30MB
nds,Kyouryuu Taisen Dino Champ - Saikyou DNA Hakkutsu Daisakusen (Japan),恐龙对战-最强DNA发掘大作战（日版）,NDS#3262,2.98MB
nds,Kyuukyuu Kyuumei Caduceus 2 (Japan),超执刀2（日版）,NDS#3263,32.10MB
nds,L - The Prologue to Death Note - Rasen no Trap (Japan),死亡笔记本L序章-螺旋陷阱（日版）,NDS#3264,43.13MB
nds,L.O.L. (USA),搞笑特训班DS（美版）,NDS#3265,858.41KB
nds,"Labyrinth (Europe) (En,Fr,De) (Ravensburger)","旋转滚球（欧版） (En,Fr,De) (Ravensburger)",NDS#3266,5.54MB
nds,"Labyrinth (Europe) (En,Fr,De,Es,It)","旋转滚球（欧版） (En,Fr,De,Es,It)",NDS#3267,2.41MB
nds,"Labyrinth (Europe) (En,Fr,De,It) (Rev 1) (Ravensburger)","旋转滚球（欧版） (En,Fr,De,It) （修正版 1） (Ravensburger)",NDS#3268,5.57MB
nds,"Labyrinth (Europe) (Fr,Nl) (Ravensburger)","旋转滚球（欧版） (Fr,Nl) (Ravensburger)",NDS#3269,5.58MB
nds,Labyrinth (USA),旋转滚球（美版）,NDS#3270,2.07MB
nds,"Lalaloopsy (Europe) (En,Fr,De,Es,It)",,NDS#3271,10.15MB
nds,"Lalaloopsy (USA) (En,Fr)",,NDS#3272,10.14MB
nds,Lalaloopsy - Carnival of Friends (USA),,NDS#3273,26.51MB
nds,"Lanfeust of Troy (Europe) (En,Fr,De,Es,It)","特洛伊英雄（欧版） (En,Fr,De,Es,It)",NDS#3274,22.39MB
nds,"Langenscheidt Basic-Woerterbuch Englisch (Europe) (En,Fr,De,Es,It)","德英词典（欧版） (En,Fr,De,Es,It)",NDS#3275,22.46MB
nds,"Langenscheidt VokabelStar Englisch fuer Einsteiger (Europe) (En,Fr,De,Es,It)","VocabStar 英语-对于初学者（欧版） (En,Fr,De,Es,It)",NDS#3276,21.85MB
nds,Lapin Malin - J'Apprends a Lire et a Ecrire (France),恶性兔子-学会如何读与写（法国版）,NDS#3277,19.07MB
nds,"Lara Croft Tomb Raider - Legend (Europe) (En,Fr,De,Es,It)","古墓丽影-传奇（欧版） (En,Fr,De,Es,It)",NDS#3278,51.31MB
nds,"Lara Croft Tomb Raider - Legend (USA) (En,Fr,De,Es,It)","古墓丽影-传奇（美版） (En,Fr,De,Es,It)",NDS#3279,51.31MB
nds,Last Bullet (Japan),最后子弹（日版）,NDS#3280,44.57MB
nds,Last Window - Mayonaka no Yakusoku (Japan),最后一扇窗-深夜约定（日版）,NDS#3281,102.00MB
nds,"Last Window - The Secret of Cape West (Europe) (En,Fr,De,Es,It)","最后之窗-真夜中的约束（欧版） (En,Fr,De,Es,It)",NDS#3282,105.66MB
nds,Layton Gyosuwa Angmaui Sangja (Korea) [b],雷顿教授和恶魔之箱（韩国版） [b],NDS#3283,89.92MB
nds,Layton Gyosuwa Isanghan Maeul (Korea) [b],雷顿教授和不可思议的村庄（韩国版） [b],NDS#3284,51.54MB
nds,Layton Kyouju to Akuma no Hako (Japan),莱顿教授与恶魔之箱（日版）,NDS#3285,98.67MB
nds,Layton Kyouju to Akuma no Hako (Japan) (Rev 1),莱顿教授与恶魔之箱（日版） （修正版 1）,NDS#3286,98.68MB
nds,Layton Kyouju to Akuma no Hako - Friendly Ban (Japan),莱顿教授与恶魔之箱-友好篇（日版）,NDS#3287,97.74MB
nds,Layton Kyouju to Fushigi na Machi (Japan),雷顿教授与不可思议的城镇（日版）,NDS#3288,49.00MB
nds,Layton Kyouju to Fushigi na Machi (Japan) (Rev 1),雷顿教授与不可思议的城镇（日版） （修正版 1）,NDS#3289,49.00MB
nds,Layton Kyouju to Fushigi na Machi (Japan) (Rev 2),雷顿教授与不可思议的城镇（日版） （修正版 2）,NDS#3290,49.00MB
nds,Layton Kyouju to Fushigi na Machi - Friendly Ban (Japan),雷顿教授与不可思议的小镇-友情版（日版）,NDS#3291,49.86MB
nds,Layton Kyouju to Majin no Fue (Japan),莱顿教授与魔神之笛（日版）,NDS#3292,194.84MB
nds,Layton Kyouju to Majin no Fue (Japan) (Rev 1),莱顿教授与魔神之笛（日版） （修正版 1）,NDS#3293,194.84MB
nds,Layton Kyouju to Saigo no Jikan Ryokou (Japan),莱顿教授与最后的时间旅行（日版）,NDS#3294,188.08MB
nds,Layton Kyouju to Saigo no Jikan Ryokou (Japan) (Rev 1),莱顿教授与最后的时间旅行（日版） （修正版 1）,NDS#3295,188.01MB
nds,Learn Chess (USA),学习国际象棋（美版）,NDS#3296,6.42MB
nds,"Learn Geography (USA) (En,Fr,Es)","学会地理（美版） (En,Fr,Es)",NDS#3297,14.47MB
nds,"Learn Math (USA) (En,Es)","学习数学（美版） (En,Es)",NDS#3298,11.74MB
nds,Learn Science (USA),学习科学（美版）,NDS#3299,8.64MB
nds,"Learn to Play Chess with Fritz & Chesster (Europe) (En,Fr,De,Es,It)","弗里茨和国际象棋小师（欧版） (En,Fr,De,Es,It)",NDS#3300,6.57MB
nds,Learn with Pokemon - Typing Adventure (Europe),,NDS#3301,74.10MB
nds,"Learning Maths (Europe) (En,Fr,It) [b]","学会算术（欧版） (En,Fr,It) [b]",NDS#3302,11.72MB
nds,Learning To Spell (USA),,NDS#3303,3.18MB
nds,Lecons de Cuisine - Qu'Allons-Nous Manger Aujourd'hui (France),厨房指南-今天要吃什么?（法国版）,NDS#3304,201.11MB
nds,Lecons de Cuisine - Qu'Allons-Nous Manger Aujourd'hui (France) (Rev 1),厨房指南-今天要吃什么?（法国版） （修正版 1）,NDS#3305,201.10MB
nds,"Left Brain, Right Brain - Use Both Hands, Train Both Sides (USA)",左脑右脑（美版）,NDS#3306,2.61MB
nds,"Left Brain, Right Brain 2 (Europe) (En,Fr,De)","左脑右脑2（欧版） (En,Fr,De)",NDS#3307,1.76MB
nds,"Left Brain, Right Brain 2 (USA)",左脑右脑2（美版）,NDS#3308,1.56MB
nds,"Left or Right - Ambidextrous Challenge (Europe) (En,Fr,De,Es,It)","左右为难-灵巧挑战（欧版） (En,Fr,De,Es,It)",NDS#3309,3.71MB
nds,Legacy of Ys - Books I & II (USA),伊苏 I & II（美版）,NDS#3310,32.91MB
nds,"Legend of Kage 2, The (Europe) (En,Fr,De,Es,It)","影之传说2（欧版） (En,Fr,De,Es,It)",NDS#3311,10.04MB
nds,"Legend of Kage 2, The (USA) (En,Fr,De,Es,It)","影之传说2（美版） (En,Fr,De,Es,It)",NDS#3312,10.04MB
nds,"Legend of Kay (Europe) (En,Fr,De,Es,It)","凯之传奇（欧版） (En,Fr,De,Es,It)",NDS#3313,18.85MB
nds,"Legend of Kay (USA) (En,Fr,Es)","凯之传奇（美版） (En,Fr,Es)",NDS#3314,18.85MB
nds,"Legend of Spyro, The - A New Beginning (Europe) (En,Fr,De,Es,It,Nl)","斯派罗传奇-崭新的开端（欧版） (En,Fr,De,Es,It,Nl)",NDS#3315,35.28MB
nds,"Legend of Spyro, The - A New Beginning (USA)",斯派罗传奇-崭新的开端（美版）,NDS#3316,35.29MB
nds,"Legend of Spyro, The - Dawn of the Dragon (Europe) (En,Fr,De,Es,It,Nl)","斯派罗传说-龙之黎明（欧版） (En,Fr,De,Es,It,Nl)",NDS#3317,43.56MB
nds,"Legend of Spyro, The - Dawn of the Dragon (USA) (En,Fr,De,Es,It,Nl)","斯派罗传说-龙之黎明（美版） (En,Fr,De,Es,It,Nl)",NDS#3318,43.90MB
nds,"Legend of Spyro, The - The Eternal Night (Europe) (En,Fr,De,Es,It,Nl)","斯派罗传说-永夜（欧版） (En,Fr,De,Es,It,Nl)",NDS#3319,15.36MB
nds,"Legend of Spyro, The - The Eternal Night (USA)",斯派罗传说-永夜（美版）,NDS#3320,15.36MB
nds,"Legend of the Guardians - The Owls of Ga'Hoole (Europe) (En,Fr,De,Es,It,Nl)","守卫者传奇-猫头鹰守护神（欧版） (En,Fr,De,Es,It,Nl)",NDS#3321,39.36MB
nds,"Legend of the Guardians - The Owls of Ga'Hoole (USA) (En,Fr,Es,Pt)","守卫者传奇-猫头鹰守护神（美版） (En,Fr,Es,Pt)",NDS#3322,39.36MB
nds,"Legend of Zelda, The - Phantom Hourglass (Europe) (En,Fr,De,Es,It)","塞尔达传说-幻影沙漏（欧版） (En,Fr,De,Es,It)",NDS#3323,35.56MB
nds,"Legend of Zelda, The - Phantom Hourglass (Europe) (En,Fr,De,Es,It) (Demo) (Kiosk)","塞尔达传说-幻影沙漏（欧版） (En,Fr,De,Es,It) （演示版） （商店演示版）",NDS#3324,35.64MB
nds,"Legend of Zelda, The - Phantom Hourglass (USA) (Demo) (Kiosk)",塞尔达传说-幻影沙漏（美版） （演示版） （商店演示版）,NDS#3325,34.07MB
nds,"Legend of Zelda, The - Phantom Hourglass (USA) (En,Fr,Es)","塞尔达传说-幻影沙漏（美版） (En,Fr,Es)",NDS#3326,34.73MB
nds,"Legend of Zelda, The - Spirit Tracks (Europe) (En,Fr,De,Es,It)","塞尔达传说-灵魂轨迹（欧版） (En,Fr,De,Es,It)",NDS#3327,51.81MB
nds,"Legend of Zelda, The - Spirit Tracks (Europe) (En,Fr,De,Es,It) (Demo) (Kiosk)","塞尔达传说-灵魂轨迹（欧版） (En,Fr,De,Es,It) （演示版） （商店演示版）",NDS#3328,32.35MB
nds,"Legend of Zelda, The - Spirit Tracks (Europe) (En,Fr,De,Es,It) (Rev 1)","塞尔达传说-灵魂轨迹（欧版） (En,Fr,De,Es,It) （修正版 1）",NDS#3329,51.81MB
nds,"Legend of Zelda, The - Spirit Tracks (USA) (En,Fr,Es) (Demo) (Kiosk)","塞尔达传说-灵魂轨迹（美版） (En,Fr,Es) （演示版） （商店演示版）",NDS#3330,31.77MB
nds,"Legend of Zelda, The - Spirit Tracks (USA) (En,Fr,Es) (Rev 1)","塞尔达传说-灵魂轨迹（美版） (En,Fr,Es) （修正版 1）",NDS#3331,51.10MB
nds,"Legend of Zelda, The - Spirit Tracks (USA, Australia) (En,Fr,Es)","塞尔达传说-灵魂轨迹（美版 澳洲版） (En,Fr,Es)",NDS#3332,51.11MB
nds,"Legend of Zelda, The - Twilight Princess - Preview Trailer (USA) (Promo)",,NDS#3333,6.11MB
nds,"Legendary Starfy, The (USA)",传说的斯塔飞-对决-达伊鲁海盗团（美版）,NDS#3334,34.80MB
nds,"Legendary Starfy, The (USA) (Demo) (Kiosk)",传说的斯塔飞-对决-达伊鲁海盗团（美版） （演示版） （商店演示版）,NDS#3335,6.51MB
nds,"LEGO Batman - The Videogame (Europe) (En,Fr,De,Es,It,Da)","乐高蝙蝠侠（欧版） (En,Fr,De,Es,It,Da)",NDS#3336,41.89MB
nds,LEGO Batman - The Videogame (Japan),乐高蝙蝠侠（日版）,NDS#3337,41.68MB
nds,"LEGO Batman - The Videogame (USA) (En,Fr,Es)","乐高蝙蝠侠（美版） (En,Fr,Es)",NDS#3338,41.89MB
nds,"LEGO Batman 2 - DC Super Heroes (Europe) (En,De)",,NDS#3339,93.05MB
nds,"LEGO Batman 2 - DC Super Heroes (Europe) (En,De) (Rev 1)",,NDS#3340,93.02MB
nds,"LEGO Batman 2 - DC Super Heroes (Europe) (En,Fr)",,NDS#3341,93.05MB
nds,"LEGO Batman 2 - DC Super Heroes (Europe) (En,Fr,De,Es,It,Nl,Da)",,NDS#3342,93.06MB
nds,"LEGO Batman 2 - DC Super Heroes (Europe) (En,Fr,De,Es,It,Nl,Da) (Rev 1)",,NDS#3343,93.02MB
nds,"LEGO Batman 2 - DC Super Heroes (USA) (En,Fr,Es,Pt)",,NDS#3344,92.70MB
nds,"LEGO Battles (Europe) (En,Fr,De,Es,It,Da)","乐高大战（欧版） (En,Fr,De,Es,It,Da)",NDS#3345,81.61MB
nds,"LEGO Battles (USA) (En,Fr,Es)","乐高大战（美版） (En,Fr,Es)",NDS#3346,81.61MB
nds,"LEGO Battles - Ninjago (USA) (En,Fr,Es)","乐高大战-忍者出击（美版） (En,Fr,Es)",NDS#3347,57.03MB
nds,"LEGO Friends (Europe) (En,Fr,De,Es,It,Nl,Da)",,NDS#3348,99.40MB
nds,"LEGO Friends (USA) (En,Fr,Es,Pt)",,NDS#3349,99.40MB
nds,"LEGO Harry Potter - Years 1-4 (Europe) (En,Fr,De,Es,It,Da)","乐高哈利波特-Years 1-4（欧版） (En,Fr,De,Es,It,Da)",NDS#3350,107.69MB
nds,"LEGO Harry Potter - Years 1-4 (Europe) (En,Fr,De,Es,It,Da) (Beta)","乐高哈利波特-Years 1-4（欧版） (En,Fr,De,Es,It,Da) （测试版）",NDS#3351,115.94MB
nds,"LEGO Harry Potter - Years 1-4 (USA) (En,Fr,Es)","乐高哈利波特-Years 1-4（美版） (En,Fr,Es)",NDS#3352,107.69MB
nds,"LEGO Harry Potter - Years 5-7 (Europe) (En,Fr,De,Es,It,Nl,Da)",,NDS#3353,100.34MB
nds,"LEGO Harry Potter - Years 5-7 (USA) (En,Fr,Es)",,NDS#3354,100.35MB
nds,"LEGO Indiana Jones - The Original Adventures (Europe) (En,Fr,De,Es,It,Da)","乐高印第安那琼斯-最初冒险（欧版） (En,Fr,De,Es,It,Da)",NDS#3355,46.93MB
nds,"LEGO Indiana Jones - The Original Adventures (USA) (En,Fr,De,Es,It,Da)","乐高印第安那琼斯-最初冒险（美版） (En,Fr,De,Es,It,Da)",NDS#3356,46.93MB
nds,"LEGO Indiana Jones 2 - The Adventure Continues (Europe) (En,Fr,De,Es,It,Da)","乐高印第安纳琼斯2-冒险再续（欧版） (En,Fr,De,Es,It,Da)",NDS#3357,44.01MB
nds,"LEGO Indiana Jones 2 - The Adventure Continues (USA) (En,Fr,Es)","乐高印第安纳琼斯2-冒险再续（美版） (En,Fr,Es)",NDS#3358,44.02MB
nds,"LEGO Legends of Chima - Laval's Journey (Europe) (En,Fr,De,Es,It,Nl,Da)",,NDS#3359,88.47MB
nds,"LEGO Legends of Chima - Laval's Journey (France) (En,Fr,De,Es,It,Nl,Da)",,NDS#3360,88.46MB
nds,"LEGO Legends of Chima - Laval's Journey (Germany) (En,Fr,De,Es,It,Nl,Da)",,NDS#3361,88.48MB
nds,"LEGO Legends of Chima - Laval's Journey (USA) (En,Fr,Es,Pt)",,NDS#3362,88.47MB
nds,"LEGO Marvel Super Heroes - L'Univers en Peril (France) (En,Fr,De,Es,It,Nl,Da)",,NDS#3363,101.18MB
